converted_date,weekly_sales,moving_avg_sales
2010-02-19,267956.3,680814.53
2010-02-19,841264.04,665809.5
2010-02-26,1409727.59,737348.07
2010-02-26,1865097.27,1008608.55
2010-02-26,407204.86,958250.01
2010-02-26,1925728.84,1289804.52
2010-02-26,270281.63,1175608.04
2010-02-26,1432953.21,1180253.16
2010-02-26,496083.24,906450.36
2010-02-26,847592.11,994527.81
2010-02-26,473773.27,704136.69
2010-02-26,2006774.96,1051435.36
2010-02-26,1336404.65,1032125.65
2010-02-26,1048617.17,1142632.43
2010-02-26,1817850.32,1336684.07
2010-02-26,2095591.63,1661047.75
2010-02-26,564883.2,1372669.39
2010-02-26,443242.17,1194036.9
2010-02-26,749549.55,1134223.37
2010-02-26,1068157.45,984284.8
2010-02-26,1373270.06,839820.49
2010-02-26,1898193.95,1106482.64
2010-02-26,749597.24,1167753.65
2010-02-26,899761.48,1197796.04
2010-02-26,1198709.65,1223906.48
2010-02-26,1158722.74,1180997.01
2010-02-26,628516.57,927061.54
2010-02-26,855385.01,948219.09
2010-02-26,1390934.27,1046453.65
2010-02-26,1542173.33,1115146.38
2010-02-26,488417.61,981085.36
2010-02-26,472330.71,949848.19
2010-02-26,1344354.41,1047642.07
2010-02-26,1053247.1,980104.63
2010-02-26,284052.77,728480.52
2010-02-26,905756.13,811948.22
2010-02-26,1020651.74,921612.43
2010-02-26,447519.44,742245.44
2010-02-26,513615.82,634319.18
2010-02-26,334222.73,644353.17
2010-02-26,1168582.02,696918.35
2010-02-26,863917.41,665571.48
2010-02-26,991941.73,774455.94
2010-02-26,491510.58,770034.89
2010-02-26,618702.79,826930.91
2010-02-26,273079.07,647830.32
2010-02-26,741891.65,623425.16
2010-03-05,1554806.68,735998.15
2010-03-05,1991013.13,1035898.66
2010-03-05,415202.04,995198.51
2010-03-05,1971057.44,1334794.19
2010-03-05,288855.71,1244187
2010-03-05,1601348.82,1253495.43
2010-03-05,491419.55,953576.71
2010-03-05,881503.95,1046837.09
2010-03-05,507297.88,754085.18
2010-03-05,1987090.09,1093732.06
2010-03-05,1426622.65,1058786.82
2010-03-05,1077018.27,1175906.57
2010-03-05,1939980.43,1387601.86
2010-03-05,2237544.75,1733651.24
2010-03-05,605325.43,1457298.31
2010-03-05,444181.85,1260810.15
2010-03-05,783300.05,1202066.5
2010-03-05,1179738.5,1050018.12
2010-03-05,1495844.57,901678.08
2010-03-05,2119213.72,1204455.74
2010-03-05,747444.32,1265108.23
2010-03-05,1009201.24,1310288.47
2010-03-05,1311175.93,1336575.96
2010-03-05,1412387.37,1319884.52
2010-03-05,665750.06,1029191.78
2010-03-05,1005669.58,1080836.84
2010-03-05,1313729.72,1141742.53
2010-03-05,1608435.45,1201194.44
2010-03-05,535087.91,1025734.54
2010-03-05,472591.07,987102.75
2010-03-05,1384870.51,1062942.93
2010-03-05,1066566.74,1013510.34
2010-03-05,291484.89,750120.22
2010-03-05,918295.79,826761.8
2010-03-05,1162610.27,964765.64
2010-03-05,480203.43,783832.22
2010-03-05,519255.68,674370.01
2010-03-05,372239.89,690521.01
2010-03-05,1266254.21,760112.7
2010-03-05,990152.28,725621.1
2010-03-05,1063557.49,842291.91
2010-03-05,554972.42,849435.26
2010-03-05,658600.05,906707.29
2010-03-05,284617.27,710379.9
2010-03-05,777951.22,667939.69
2010-03-12,1439541.59,743136.51
2010-03-12,1990483.78,1030238.78
2010-03-12,384200.69,975358.91
2010-03-12,1894324.09,1297300.27
2010-03-12,297293.59,1201168.75
2010-03-12,1558621.36,1224984.7
2010-03-12,480452.1,922978.37
2010-03-12,860336.16,1018205.46
2010-03-12,494145.8,738169.8
2010-03-12,1941346.13,1066980.31
2010-03-12,1331883.16,1021632.67
2010-03-12,985594.23,1122661.1
2010-03-12,1840686.94,1318731.25
2010-03-12,2156035.06,1651109.1
2010-03-12,604173.59,1383674.6
2010-03-12,445393.74,1206376.71
2010-03-12,763961.82,1162050.23
2010-03-12,1138800.32,1021672.91
2010-03-12,1467889.2,884043.73
2010-03-12,2010974.84,1165403.98
2010-03-12,712312.89,1218787.81
2010-03-12,967187.37,1259432.92
2010-03-12,1408082.96,1313289.45
2010-03-12,1309340.16,1281579.64
2010-03-12,660619.99,1011508.67
2010-03-12,963382.09,1061722.51
2010-03-12,1925113.12,1253307.66
2010-03-12,1326877.11,1237066.49
2010-03-12,519042.49,1079006.96
2010-03-12,468189.93,1040520.95
2010-03-12,1366193.35,1121083.2
2010-03-12,1093319.37,954724.45
2010-03-12,312161,751781.23
2010-03-12,921247.88,832222.31
2010-03-12,1150344.39,968653.2
2010-03-12,441434.2,783701.37
2010-03-12,513015.35,667640.56
2010-03-12,342023.92,673613.15
2010-03-12,1244391.83,738241.94
2010-03-12,899352.4,688043.54
2010-03-12,1023997.71,804556.24
2010-03-12,588363.62,819625.9
2010-03-12,645386.94,880298.5
2010-03-12,272190.83,685858.3
2010-03-12,765687.42,659125.3
2010-03-19,1472515.79,748828.92
2010-03-19,1946070.88,1020370.37
2010-03-19,375328.59,966358.7
2010-03-19,1897429.36,1291406.41
2010-03-19,281706.41,1194610.21
2010-03-19,1693058.91,1238718.83
2010-03-19,574450.23,964394.7
2010-03-19,839911,1057311.18
2010-03-19,485744.61,774974.23
2010-03-19,1946875.06,1108007.96
2010-03-19,1364207,1042237.58
2010-03-19,972088.34,1121765.2
2010-03-19,1879794.89,1329741.98
2010-03-19,2066219.3,1645836.92
2010-03-19,593710.67,1375204.04
2010-03-19,504307.35,1203224.11
2010-03-19,752034.52,1159213.35
2010-03-19,1087507.47,1000755.86
2010-03-19,1332940.35,854100.07
2010-03-19,1951848.43,1125727.62
2010-03-19,727070,1170280.15
2010-03-19,966145.09,1213102.27
2010-03-19,1229008.32,1241402.44
2010-03-19,1222511.29,1219316.63
2010-03-19,659795.84,960906.11
2010-03-19,903366.55,996165.42
2010-03-19,1700627.97,1143061.99
2010-03-19,1279819.43,1153224.22
2010-03-19,496851.6,1008092.28
2010-03-19,445736.36,965280.38
2010-03-19,1332261.01,1051059.27
2010-03-19,1059781.78,922890.04
2010-03-19,282235.73,723373.3
2010-03-19,892070.82,802417.14
2010-03-19,1117536.09,936777.09
2010-03-19,428851.99,756095.28
2010-03-19,460020.74,636143.07
2010-03-19,333025.47,646301.02
2010-03-19,1301590.13,728204.88
2010-03-19,894865.3,683670.73
2010-03-19,1006597.69,799219.87
2010-03-19,519914.1,811198.54
2010-03-19,668098.49,878213.14
2010-03-19,269624.2,671819.96
2010-03-19,773819.49,647610.79
2010-03-26,1404429.92,727177.24
2010-03-26,1750197.81,973233.98
2010-03-26,359949.27,911604.14
2010-03-26,1762539.3,1210187.16
2010-03-26,273282.97,1110079.85
2010-03-26,1472033.38,1123600.55
2010-03-26,514731.6,876507.3
2010-03-26,772539.12,959025.27
2010-03-26,484946.56,703506.73
2010-03-26,1893532.46,1027556.62
2010-03-26,1245624.27,982274.8
2010-03-26,981615.81,1075651.64
2010-03-26,1882095.98,1297563.02
2010-03-26,2050396.27,1610652.96
2010-03-26,592111.49,1350368.76
2010-03-26,483177.2,1197879.35
2010-03-26,793097.64,1160175.72
2010-03-26,1092704.09,1002297.34
2010-03-26,1427023.45,877622.77
2010-03-26,1894742.95,1138149.07
2010-03-26,686497.53,1178813.13
2010-03-26,1012075.12,1222608.63
2010-03-26,1310701.8,1266208.17
2010-03-26,1258311.56,1232465.79
2010-03-26,696687.6,992854.72
2010-03-26,893613,1034277.82
2010-03-26,1836714.84,1199205.76
2010-03-26,1245268.77,1186119.15
2010-03-26,552985.34,1045053.91
2010-03-26,442457.35,994207.86
2010-03-26,1229635.7,1061412.4
2010-03-26,1076021.58,909273.75
2010-03-26,262893.76,712798.75
2010-03-26,880742.35,778350.15
2010-03-26,1078900.44,905638.77
2010-03-26,404438.51,740599.33
2010-03-26,515777.97,628550.61
2010-03-26,335858.11,643143.48
2010-03-26,1235094.66,714013.94
2010-03-26,873354.58,672904.77
2010-03-26,1015196.46,795056.36
2010-03-26,478021.68,787505.1
2010-03-26,623097.93,844953.06
2010-03-26,276279.49,653190.03
2010-03-26,782563.38,635031.79
2010-04-02,1594968.28,750986.15
2010-04-02,2066187.72,1068619.36
2010-04-02,423294.4,1028658.65
2010-04-02,1979247.12,1369252.18
2010-04-02,331406,1279020.7
2010-04-02,1770333.9,1314093.83
2010-04-02,561145.14,1013085.31
2010-04-02,914500.91,1111326.61
2010-04-02,545206.32,824518.45
2010-04-02,2138651.97,1185967.65
2010-04-02,1446210.26,1121142.92
2010-04-02,1011822.3,1211278.35
2010-04-02,2142482.14,1456874.6
2010-04-02,2495630.51,1846959.44
2010-04-02,718470.71,1562923.18
2010-04-02,490503.69,1371781.87
2010-04-02,848521.17,1339121.64
2010-04-02,1254107.84,1161446.78
2010-04-02,1642970.27,990914.74
2010-04-02,2405395.22,1328299.64
2010-04-02,753664.12,1380931.72
2010-04-02,1177340.99,1446695.69
2010-04-02,1556627.62,1507199.64
2010-04-02,1478321.26,1474269.84
2010-04-02,822486.37,1157688.07
2010-04-02,1029849.2,1212925.09
2010-04-02,2053952.97,1388247.48
2010-04-02,1441559.4,1365233.84
2010-04-02,599629.25,1189495.44
2010-04-02,457884.06,1116574.98
2010-04-02,1357600.68,1182125.27
2010-04-02,1131732.94,997681.27
2010-04-02,274634.52,764296.29
2010-04-02,979428.66,840256.17
2010-04-02,1189556.47,986590.65
2010-04-02,435972.82,802265.08
2010-04-02,540189.7,683956.43
2010-04-02,368929.55,702815.44
2010-04-02,1463942.62,799718.23
2010-04-02,1041202.13,770047.36
2010-04-02,1168826.39,916618.08
2010-04-02,505907.41,909761.62
2010-04-02,650102.8,965996.27
2010-04-02,286197.5,730447.25
2010-04-02,877235.96,697654.01
2010-04-09,1545418.53,772972.44
2010-04-09,1954689.21,1062728.8
2010-04-09,415870.28,1015882.3
2010-04-09,1818452.72,1322333.34
2010-04-09,328020.49,1212490.25
2010-04-09,1667181.82,1236842.9
2010-04-09,484263.25,942757.71
2010-04-09,916033.92,1042790.44
2010-04-09,529384.31,784976.76
2010-04-09,2041069.37,1127586.53
2010-04-09,1470308.32,1088211.83
2010-04-09,1041238.87,1199606.96
2010-04-09,1898321.33,1396064.44
2010-04-09,2258781.28,1741943.83
2010-04-09,634605.77,1460651.11
2010-04-09,424083.99,1251406.25
2010-04-09,770228.02,1197204.08
2010-04-09,1174447.55,1052429.32
2010-04-09,1489613.32,898595.73
2010-04-09,2007796.26,1173233.83
2010-04-09,751181.4,1238653.31
2010-04-09,1033171.07,1291241.92
2010-04-09,1264434.7,1309239.35
2010-04-09,1379579.63,1287232.61
2010-04-09,712647.97,1028202.95
2010-04-09,1022293.81,1082425.44
2010-04-09,1955814.13,1266954.05
2010-04-09,1382359.21,1290538.95
2010-04-09,569937.23,1128610.47
2010-04-09,454800.96,1077041.07
2010-04-09,1395710.09,1151724.32
2010-04-09,1095889.22,979739.34
2010-04-09,325201.05,768307.71
2010-04-09,950684.2,844457.1
2010-04-09,1198014.97,993099.91
2010-04-09,453016.91,804561.27
2010-04-09,513327.55,688048.94
2010-04-09,341630.46,691334.82
2010-04-09,1327035.27,766605.03
2010-04-09,919839.19,710969.88
2010-04-09,1082158.21,836798.14
2010-04-09,582552.26,850643.08
2010-04-09,693058.34,920928.65
2010-04-09,257361.3,706993.86
2010-04-09,833782.7,689782.56
2010-04-16,1466058.28,766562.58
2010-04-16,1874957.94,1025043.71
2010-04-16,354993.26,957430.7
2010-04-16,1851519.69,1276262.37
2010-04-16,306858.69,1170877.57
2010-04-16,1519846.36,1181635.19
2010-04-16,406228.19,887889.24
2010-04-16,882917.12,993474.01
2010-04-16,485764.32,720322.94
2010-04-16,1826241.44,1024199.49
2010-04-16,1323243.35,984878.88
2010-04-16,957997.52,1095232.75
2010-04-16,1819660.44,1282581.41
2010-04-16,2121788.61,1609786.27
2010-04-16,641208.65,1372779.71
2010-04-16,436312.41,1195393.53
2010-04-16,757738.76,1155341.77
2010-04-16,1135577.62,1018525.21
2010-04-16,1460354.67,886238.42
2010-04-16,1985784.59,1155153.61
2010-04-16,716026.51,1211096.43
2010-04-16,1000968.67,1259742.41
2010-04-16,1288823.72,1290391.63
2010-04-16,1268266.72,1251974.04
2010-04-16,715311.6,997879.44
2010-04-16,905548.38,1035783.82
2010-04-16,1857500.96,1207090.28
2010-04-16,1268240.66,1202973.66
2010-04-16,509100.84,1051140.49
2010-04-16,471054.16,1002289
2010-04-16,1367448.28,1094668.98
2010-04-16,1082763.27,939721.44
2010-04-16,307779.64,747629.24
2010-04-16,923344.54,830477.98
2010-04-16,1084487.55,953164.66
2010-04-16,483699.56,776414.91
2010-04-16,524544.83,664771.22
2010-04-16,337723.49,670759.99
2010-04-16,1242874.98,734666.08
2010-04-16,882636.96,694295.96
2010-04-16,1043388.79,806233.81
2010-04-16,549528.16,811230.48
2010-04-16,675282.2,878742.22
2010-04-16,280048.74,686176.97
2010-04-16,782221.96,666093.97
2010-04-23,1391256.12,735667.44
2010-04-23,1821990.93,990159.99
2010-04-23,339976.65,923098.88
2010-04-23,1802677.9,1227624.71
2010-04-23,288839.73,1128948.27
2010-04-23,1540435.99,1158784.24
2010-04-23,404751.25,875336.3
2010-04-23,850440.26,977429.03
2010-04-23,488683.57,714630.16
2010-04-23,1829521.83,1022766.58
2010-04-23,1283766.55,971432.69
2010-04-23,993833.44,1089249.13
2010-04-23,1909330.77,1301027.23
2010-04-23,2138144.91,1630919.5
2010-04-23,643097.6,1393634.65
2010-04-23,370230.94,1210927.53
2010-04-23,977790.83,1207719.01
2010-04-23,1132433.55,1052339.57
2010-04-23,1456793.33,916069.25
2010-04-23,1878862.42,1163222.21
2010-04-23,718780.59,1232932.14
2010-04-23,969594.47,1231292.87
2010-04-23,1315023.08,1267810.78
2010-04-23,1264117.01,1229275.51
2010-04-23,694531.72,992409.37
2010-04-23,881930.87,1025039.43
2010-04-23,1850205.47,1201161.63
2010-04-23,1244177.21,1186992.46
2010-04-23,505329.66,1035234.99
2010-04-23,462454.39,988819.52
2010-04-23,1280465.8,1068526.51
2010-04-23,1072474.8,912980.37
2010-04-23,263263.02,716797.53
2010-04-23,910240.68,797779.74
2010-04-23,1110827.48,927454.36
2010-04-23,434116.8,758184.56
2010-04-23,527019.78,649093.55
2010-04-23,335121.82,663465.31
2010-04-23,1280231.85,737463.55
2010-04-23,844958.49,684289.75
2010-04-23,1067340.74,810934.54
2010-04-23,492364.77,804003.53
2010-04-23,638957.35,864770.64
2010-04-23,278287.04,664381.68
2010-04-23,749779.1,645345.8
2010-04-30,1425100.71,716897.79
2010-04-30,1802450.29,978914.9
2010-04-30,361248.39,923373.11
2010-04-30,1817273.28,1231170.35
2010-04-30,298697.84,1140954.1
2010-04-30,1498080.16,1155549.99
2010-04-30,373655.61,869791.06
2010-04-30,778672.64,953275.91
2010-04-30,491723.42,688165.93
2010-04-30,1790694.59,986565.28
2010-04-30,1239766.89,934902.63
2010-04-30,954220.22,1051015.55
2010-04-30,1785823.37,1252445.7
2010-04-30,2082355.12,1570572.04
2010-04-30,570791.11,1326591.34
2010-04-30,383550.93,1155348.15
2010-04-30,807798.73,1126063.85
2010-04-30,1060446.16,980988.41
2010-04-30,1405065.57,845530.5
2010-04-30,1919053.21,1115182.92
2010-04-30,680532.69,1174579.27
2010-04-30,977683.06,1208556.14
2010-04-30,1259414.52,1248349.81
2010-04-30,1259877.19,1219312.13
2010-04-30,706924.02,976886.3
2010-04-30,904503.85,1021680.53
2010-04-30,1805885.04,1187320.92
2010-04-30,1186971.02,1172832.22
2010-04-30,501013.47,1021059.48
2010-04-30,456140.34,970902.74
2010-04-30,1243200.24,1038642.02
2010-04-30,1066792.63,890823.54
2010-04-30,275883.23,708605.98
2010-04-30,859922.19,780387.73
2010-04-30,1096930.65,908545.79
2010-04-30,457899.64,751485.67
2010-04-30,517850.83,641697.31
2010-04-30,337979.65,654116.59
2010-04-30,1263836.59,734899.47
2010-04-30,816838.31,678881
2010-04-30,1063960.11,800093.1
2010-04-30,477615.87,792046.11
2010-04-30,630740.11,850598.2
2010-04-30,272997.65,652430.41
2010-04-30,737265.57,636515.86
2010-05-07,1603955.12,744514.86
2010-05-07,2042581.71,1057508.03
2010-05-07,399323.86,1011224.78
2010-05-07,2000626.14,1356750.48
2010-05-07,333522.6,1276001.89
2010-05-07,1619920.04,1279194.87
2010-05-07,395453.83,949769.29
2010-05-07,916820.96,1053268.71
2010-05-07,526128.61,758369.21
2010-05-07,1921432.16,1075951.12
2010-05-07,1312329.78,1014433.07
2010-05-07,1043240.27,1143990.36
2010-05-07,2005478.46,1361721.86
2010-05-07,2370116.52,1730519.44
2010-05-07,661348.88,1478502.78
2010-05-07,403217.22,1296680.27
2010-05-07,843848.65,1256801.95
2010-05-07,1222255.47,1100157.35
2010-05-07,1566219.77,939378
2010-05-07,2137202.38,1234548.7
2010-05-07,744969.42,1302899.14
2010-05-07,1052973.28,1344724.06
2010-05-07,1365552.28,1373383.43
2010-05-07,1409705.03,1342080.48
2010-05-07,724468.97,1059533.8
2010-05-07,1074479.73,1125435.86
2010-05-07,1939458.84,1302732.97
2010-05-07,1532893.22,1336201.16
2010-05-07,568497.35,1167959.62
2010-05-07,457883.94,1114642.62
2010-05-07,1381796.8,1176106.03
2010-05-07,1133657.58,1014945.78
2010-05-07,326870.13,773741.16
2010-05-07,953495.48,850740.79
2010-05-07,1182099.88,995583.97
2010-05-07,489372.02,817099.02
2010-05-07,543234.77,699014.46
2010-05-07,383657.44,710371.92
2010-05-07,1355704.21,790813.66
2010-05-07,1009797.06,756353.1
2010-05-07,1175738.22,893626.34
2010-05-07,582846.22,901548.63
2010-05-07,691498.6,963116.86
2010-05-07,285379.86,749051.99
2010-05-07,812190.76,709530.73
2010-05-14,1494251.5,773233.39
2010-05-14,1880752.36,1032814.62
2010-05-14,384357.94,971386.48
2010-05-14,1875597.28,1289429.97
2010-05-14,296673.77,1186326.57
2010-05-14,1524059.4,1192288.15
2010-05-14,372673.61,890672.4
2010-05-14,873337.84,988468.38
2010-05-14,492792.8,711907.48
2010-05-14,1808056.41,1014184.01
2010-05-14,1266796.13,962731.36
2010-05-14,966054.97,1081407.63
2010-05-14,1890273.44,1284794.75
2010-05-14,2129771.13,1612190.42
2010-05-14,594385.2,1369456.17
2010-05-14,401770.9,1196451.13
2010-05-14,813756.09,1165991.35
2010-05-14,1092616.49,1006459.96
2010-05-14,1437319.45,867969.63
2010-05-14,2033211.62,1155734.91
2010-05-14,723559.88,1220092.71
2010-05-14,973585.33,1252058.55
2010-05-14,1303055.09,1294146.27
2010-05-14,1346783.35,1276039.05
2010-05-14,698073.95,1009011.52
2010-05-14,972663.59,1058832.26
2010-05-14,1842465.78,1232608.35
2010-05-14,1245898.73,1221177.08
2010-05-14,518940.88,1055608.59
2010-05-14,461868.09,1008367.41
2010-05-14,1287288.59,1071292.41
2010-05-14,1079314.52,918662.16
2010-05-14,331173.51,735717.12
2010-05-14,933924.44,818713.83
2010-05-14,1104277.57,947195.73
2010-05-14,476733.74,785084.76
2010-05-14,505196.08,670261.07
2010-05-14,346174.3,673261.23
2010-05-14,1226997.7,731875.88
2010-05-14,907262.47,692472.86
2010-05-14,1116439.02,820413.91
2010-05-14,564345.55,832243.81
2010-05-14,690851.59,901179.27
2010-05-14,286515.92,713082.91
2010-05-14,758182.2,683266.86
2010-05-21,1399662.07,739911.47
2010-05-21,1896937.1,1006429.78
2010-05-21,343763.17,937012.09
2010-05-21,1903752.6,1260459.43
2010-05-21,301615.49,1169146.09
2010-05-21,1531938.44,1195601.36
2010-05-21,395195.65,895253.07
2010-05-21,818333.21,990167.08
2010-05-21,506274.94,710671.55
2010-05-21,1847613.58,1019871.16
2010-05-21,1271646.62,967812.8
2010-05-21,958374.56,1080448.58
2010-05-21,1853657.6,1287513.46
2010-05-21,2108187.1,1607895.89
2010-05-21,616598.1,1361692.8
2010-05-21,435300.51,1194423.57
2010-05-21,826626.5,1168073.96
2010-05-21,1101621.36,1017666.71
2010-05-21,1377716.17,871572.53
2010-05-21,1893736.9,1127000.29
2010-05-21,753361.72,1190612.53
2010-05-21,979977.89,1221282.81
2010-05-21,1327424.28,1266443.39
2010-05-21,1283482.85,1247596.73
2010-05-21,704113.22,1009671.99
2010-05-21,986765.01,1056352.65
2010-05-21,1836595.58,1227676.19
2010-05-21,1217923.71,1205776.07
2010-05-21,502021.82,1049483.87
2010-05-21,455751.84,999811.59
2010-05-21,1337405.6,1069939.71
2010-05-21,1143819.35,931384.46
2010-05-21,294264.2,746652.56
2010-05-21,913616.32,828971.46
2010-05-21,1078182.18,953457.53
2010-05-21,474917.98,780960.01
2010-05-21,510494.7,654295.08
2010-05-21,340497.08,663541.65
2010-05-21,1350673.98,750953.18
2010-05-21,885613.91,712439.53
2010-05-21,1163234.33,850102.8
2010-05-21,504403.16,848884.49
2010-05-21,672062.08,915197.49
2010-05-21,267065.35,698475.77
2010-05-21,747888.25,670930.63
2010-05-28,1432069.95,724697.76
2010-05-28,1957113.89,1015239.9
2010-05-28,350089.23,950845.33
2010-05-28,1857533.7,1268939
2010-05-28,310013.11,1181363.98
2010-05-28,1644470.66,1223844.12
2010-05-28,442734.55,920968.25
2010-05-28,868041.56,1024558.72
2010-05-28,558143.53,764680.68
2010-05-28,1904618.17,1083601.69
2010-05-28,1264272.52,1007562.07
2010-05-28,955451.16,1110105.39
2010-05-28,1877358.86,1311968.85
2010-05-28,2227152.16,1645770.57
2010-05-28,744772.88,1413801.52
2010-05-28,479430,1256833.01
2010-05-28,872817.62,1240306.3
2010-05-28,1256282.79,1116091.09
2010-05-28,1648882.62,1000437.18
2010-05-28,2065984.95,1264679.6
2010-05-28,755214.26,1319836.45
2010-05-28,1103740.4,1366021
2010-05-28,1571158.56,1428996.16
2010-05-28,1473868.15,1393993.26
2010-05-28,792442.54,1139284.78
2010-05-28,1069851.59,1202212.25
2010-05-28,1962468.67,1373957.9
2010-05-28,1176588.25,1295043.84
2010-05-28,577627.66,1115795.74
2010-05-28,462474.16,1049802.07
2010-05-28,1309437.17,1097719.18
2010-05-28,1205662.85,946358.02
2010-05-28,279246.33,766889.63
2010-05-28,942868.38,839937.78
2010-05-28,1223777.48,992198.44
2010-05-28,447050.42,819721.09
2010-05-28,532241.22,685036.77
2010-05-28,326469.43,694481.39
2010-05-28,1365541.59,779016.03
2010-05-28,1008483.07,735957.15
2010-05-28,1246654.24,895877.91
2010-05-28,484097.03,886249.07
2010-05-28,630315.76,947018.34
2010-05-28,291891.01,732288.22
2010-05-28,801098.43,690811.29
2010-06-04,1615524.71,764585.39
2010-06-04,2102539.93,1088273.97
2010-06-04,396968.8,1041604.58
2010-06-04,1903290.58,1363884.49
2010-06-04,337825.89,1271229.98
2010-06-04,1857380.09,1319601.06
2010-06-04,509183.22,1000929.72
2010-06-04,958225.41,1113181.04
2010-06-04,586061.46,849735.21
2010-06-04,1931406.28,1168451.29
